ADDRESS_ID,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,STATE,COUNTY
521300472402.0,32.850105,-97.164796,4921 Arroyo Loop Suite 667,Hurst,TX,Tarrant
521300445898.0,32.607555,-97.157736,4657 Martin Plains,Mansfield,TX,Tarrant
521300672599.0,33.235152,-96.683089,"PSC 7841, Box 8121",Mckinney,TX,Collin
521300394045.0,32.917897,-96.578062,USS Ellis,Rowlett,TX,Dallas
521300976677.0,33.054395,-96.71728,53098 Jacqueline Island,Plano,TX,Collin
521300530086.0,32.902996,-96.571651,633 Anthony Junctions,Rowlett,TX,Dallas
521300261214.0,32.792266,-96.969356,3906 Dalton Turnpike,Irving,TX,Dallas
521300197632.0,32.757138,-97.16545,81253 Rebecca Spurs Suite 028,Fort Worth,TX,Tarrant
521300524198.0,32.726425000000006,-96.88431,Unit 7568 Box 2670,Dallas,TX,Dallas
521300758570.0,32.727818,-96.282927,99442 Weber Mill Apt. 836,Terrell,TX,Kaufman
521301530686.0,32.903031,-96.793966,8889 Stephen Fall Apt. 958,,TX,
521300610477.0,32.863827,-97.185917,2571 Tyler Land Suite 447,Hurst,TX,Tarrant
521300982244.0,33.113588,-96.801052,Unit 9313 Box 6778,Frisco,TX,Collin
521300488109.0,32.98706,-96.689644,2103 Clark Avenue,Richardson,TX,Dallas
521301080739.0,32.926703,-96.782402,9499 Landry Loaf,Dallas,TX,Dallas
521300770858.0,32.673496,-96.835659,1337 Gonzalez Wells Suite 691,Dallas,TX,Dallas
521300843289.0,,,74293 Jason Ferry Apt. 043,Grand Prairie,TX,Dallas
521300830073.0,32.866188,-96.479634,474 Thomas Stravenue,Rockwall,TX,Rockwall
521300703237.0,32.609338,-97.239702,349 Guerra Hill,Fort Worth,TX,Tarrant
521300850479.0,32.664626,-96.822927,65216 Atkinson Village Suite 406,Dallas,TX,Dallas
521301098196.0,33.01256,-96.798317,220 Adams Station Suite 656,Plano,TX,Collin
521301141921.0,32.947632,-96.696758,USS Dillon,Richardson,TX,Dallas
521301509482.0,32.551374,-96.645521,9161 Raymond River,Ferris,TX,Ellis
521300076387.0,32.778344000000004,-97.758621,96913 Nelson Islands,Weatherford,TX,Parker
521300307707.0,,,"PSC 0255, Box 2568",Waxahachie,TX,Ellis
521301048493.0,32.566961,-96.852581,3523 Tracey Greens Suite 473,Red Oak,TX,Ellis
521300673640.0,32.630208,-97.39953,144 Black Courts,Fort Worth,TX,Tarrant
521300227764.0,32.756418999999994,-96.544962,USCGC Mcclain,Mesquite,TX,Dallas
521300614592.0,32.83086,-96.608262,3886 Randall Forge,Mesquite,TX,Dallas
521300935289.0,33.383406,-97.233983,6945 Joshua Union Suite 537,Sanger,TX,Denton
521301448932.0,32.884735,-97.213949,38921 Michael Crossroad,North Richland Hills,TX,Tarrant
521301495027.0,33.207085,-96.730319,43113 Richard Lodge Suite 140,Mckinney,TX,Collin
521300346057.0,32.702560000000005,-97.028843,61457 Beck Views,Grand Prairie,TX,Dallas
521300865818.0,32.892388,-97.223369,485 Wood Mall Suite 745,North Richland Hills,TX,Tarrant
521301434079.0,32.844239,-97.519178,525 Cox Fork,Fort Worth,TX,Tarrant
521300369386.0,32.594677,-97.097886,87274 Robert Rapid Apt. 922,Mansfield,TX,Tarrant
521301343047.0,32.63483,-97.267334,048 Mitchell Ridges,Fort Worth,TX,Tarrant
521300111799.0,32.731120999999995,-97.306056,02814 Shawn Springs Apt. 938,Fort Worth,TX,Tarrant
521300004988.0,33.107767,-96.647561,37776 Allison Flat Apt. 219,Allen,TX,Collin
521301495341.0,33.212365,-96.739375,854 Rebecca Street,Mckinney,TX,Collin
521300374585.0,32.621822,-97.365631,14701 Figueroa Pines,Fort Worth,TX,Tarrant
521300948231.0,32.872634000000005,-96.709911,8314 Gary Flats,Dallas,TX,Dallas
521300244204.0,32.899696,-96.657619,USCGC Hughes,Garland,TX,Dallas
521300762777.0,32.857402,-97.256701,Unit 2878 Box 8090,Fort Worth,TX,Tarrant
521300562085.0,32.866152,-96.858679,6434 Bennett Isle,Dallas,TX,Dallas
521301132533.0,33.005762,-96.831211,6074 Barker Skyway Suite 629,Dallas,TX,Collin
521300478716.0,32.842492,-96.788206,"PSC 5372, Box 8188",Dallas,TX,Dallas
521300281927.0,32.915755,-97.108151,03810 Barnett Valley Apt. 072,Grapevine,TX,Tarrant
521301472962.0,32.889974,-97.202799,6365 Ochoa Isle Suite 716,North Richland Hills,TX,Tarrant
521300392858.0,33.168053,-96.867785,0856 Makayla Roads,Frisco,TX,Denton
521301187623.0,32.78314,-96.870906,212 Gibson Lake Suite 777,Dallas,TX,Dallas
521301008623.0,33.288057,-96.971033,850 Meza Curve,Aubrey,TX,Denton
521301060464.0,32.828129,-96.951984,5648 Davis Corners,Irving,TX,Dallas
521301182341.0,32.67857,-97.073976,167 Alexander Branch,Arlington,TX,Tarrant
521300445757.0,32.474858000000005,-96.999878,33325 Davis Inlet Apt. 591,Midlothian,TX,Ellis
521300887894.0,32.736044,-97.194721,81734 Watts Vista,Fort Worth,TX,Tarrant
521300282292.0,32.999385999999994,-96.883987,627 Jillian Station Apt. 384,Carrollton,TX,Denton
521300538194.0,32.873901,-97.133172,1801 Peterson Garden,Bedford,TX,Tarrant
521301023163.0,32.675909999999995,-96.64393,720 Robert Vista,Dallas,TX,Dallas
521300286474.0,33.000584,-97.010279,62703 Karen Radial Apt. 669,Lewisville,TX,Denton
521301258650.0,32.859528999999995,-96.922834,3429 Joan Parks,Irving,TX,Dallas
521301365571.0,32.767838000000005,-96.905557,"PSC 5631, Box 5755",Dallas,TX,Dallas
521300914703.0,32.78516,-97.459207,90854 Hernandez Forge,Fort Worth,TX,Tarrant
521300711017.0,32.667618000000004,-97.47892,310 Young Mews Apt. 488,Fort Worth,TX,Tarrant
521300840287.0,,,680 Sharon Islands Apt. 337,Farmersville,TX,Collin
521300706097.0,33.001041,-97.164167,1537 Berg Canyon Apt. 992,Roanoke,TX,Denton
521301082983.0,33.069856,-97.029964,4571 Melissa Pines Suite 979,Lewisville,TX,Denton
521301133653.0,33.016479000000004,-97.800728,351 Simmons Radial Suite 762,Springtown,TX,Parker
521301284204.0,33.254893,-97.125245,925 Walsh Crest,Denton,TX,Denton
521300790015.0,,,Unit 9292 Box 9770,Fort Worth,TX,Tarrant
521300199240.0,32.799113,-96.781784,2412 Kevin Cliffs Suite 004,Dallas,TX,Dallas
521300747002.0,32.641406,-97.186482,8252 Cindy Dale,Arlington,TX,Tarrant
521301221658.0,32.842619000000006,-96.960068,17350 Williams Causeway Suite 802,Irving,TX,Dallas
521301068549.0,32.745491,-97.414907,1732 Ruth Mall Apt. 519,Fort Worth,TX,Tarrant
521301174498.0,33.162966999999995,-96.359676,5664 Alexis Lodge,Farmersville,TX,Collin
521301431169.0,32.632725,-97.14433,856 Gray Loop,Arlington,TX,Tarrant
521301525222.0,,,1261 Jocelyn Overpass Suite 261,Frisco,TX,Denton
521300168993.0,32.93936,-96.858857,2076 Hull Wells Apt. 509,Dallas,TX,Dallas
521300292576.0,32.879552,-96.473811,0099 Joseph Lane,Rockwall,TX,Rockwall
521301374553.0,32.836364,-97.252961,8999 Crawford Corner,Haltom City,TX,Tarrant
521300962949.0,32.908119,-96.739975,56346 Anne Lane Suite 213,Dallas,TX,Dallas
521300623420.0,33.151036,-97.03751,95786 Hall Inlet,Denton,TX,Denton
521301451240.0,32.673913,-97.228149,409 Tiffany Garden,Arlington,TX,Tarrant
521300135936.0,32.614363999999995,-96.895704,9828 Christopher Crossing Suite 604,Desoto,TX,Dallas
521301523932.0,32.636237,-97.267043,43410 Jeff Lights,Fort Worth,TX,Tarrant
521300303165.0,33.077433,-96.736826,USNV Hernandez,Plano,TX,Collin
521300350986.0,32.593146999999995,-97.1084,03423 Courtney Light,Mansfield,TX,Tarrant
521301190450.0,32.566517,-97.105686,23566 Anderson Flats,Mansfield,TX,Tarrant
521300100941.0,32.833096,-97.002092,9223 Kyle Land,Irving,TX,Dallas
521300328800.0,32.817395999999995,-96.698214,8130 Michelle Junction,Dallas,TX,Dallas
521301509597.0,33.452156,-96.906311,803 Jessica Ways,Tioga,TX,Grayson
521301319851.0,33.053361,-97.045547,5205 Fisher Cove Suite 368,Flower Mound,TX,Denton
521300717521.0,,,050 Deborah Courts,Dallas,TX,Dallas
521300864701.0,,,9917 Hernandez Haven,Dallas,TX,Dallas
521300397076.0,,,Unit 1142 Box 4512,Dallas,TX,Dallas
521300556626.0,33.165297,-96.663271,397 Wesley Plains Suite 026,Mckinney,TX,Collin
521301107708.0,32.728114000000005,-97.332241,5391 Watkins Views Apt. 019,Fort Worth,TX,Tarrant
521300116881.0,32.951323,-97.280803,5770 Kathleen Motorway,Keller,TX,Tarrant
521301182207.0,32.637088,-97.321413,"PSC 6492, Box 8493",Fort Worth,TX,Tarrant
521301272763.0,32.62516,-97.365798,0929 Angela Hollow,Fort Worth,TX,Tarrant
521301483843.0,,,85585 Jim Path Apt. 650,Mckinney,TX,Collin
521300906435.0,32.984015,-96.740793,USS Jenkins,Richardson,TX,Dallas
521300080260.0,,,949 Erin Cove Apt. 456,Balch Springs,TX,Dallas
521300131264.0,32.588681,-97.12631,25122 Kristen Ville,Mansfield,TX,Tarrant
521301151847.0,33.019537,-97.004751,045 Deborah Pike,Lewisville,TX,Denton
521300430338.0,32.65988,-96.770712,58968 Shepherd Ranch,Dallas,TX,Dallas
521300992811.0,32.922612,-97.301491,USNS Morrison,Keller,TX,Tarrant
521301021694.0,33.152426,-96.782456,73489 Anderson Manor,Frisco,TX,Collin
521301073887.0,32.544996,-97.123913,4211 Amber Mountain Apt. 635,Mansfield,TX,Tarrant
521300540598.0,32.969033,-96.586708,999 Walters Port,Sachse,TX,Dallas
521301520804.0,33.03629,-97.004109,973 Patrick Estate Suite 574,,TX,
521300209283.0,33.003087,-96.902317,"PSC 9184, Box 4925",Carrollton,TX,Denton
521300336243.0,32.781647,-97.12691,3165 Grimes Extension Suite 555,Arlington,TX,Tarrant
521300443853.0,32.916810000000005,-96.880373,3123 Warren Crossing Apt. 477,Dallas,TX,Dallas
521300589691.0,32.868834,-97.083587,68907 Lopez Mount Suite 967,Euless,TX,Tarrant
521300588971.0,,,66587 Barnes Centers,Frisco,TX,Denton
521301527345.0,32.862242,-97.137152,"PSC 4330, Box 0301",,TX,
521300683865.0,33.092581,-96.880631,57763 Christine Motorway Suite 764,The Colony,TX,Denton
521300684133.0,33.048876,-97.098234,85811 Mathews Oval Apt. 851,Flower Mound,TX,Denton
521300861399.0,32.814006000000006,-96.751769,08018 Megan Rest Suite 065,Dallas,TX,Dallas
521301510407.0,32.565464,-97.149111,96611 Michael Summit,Mansfield,TX,Tarrant
521300458925.0,32.715418,-96.836893,10011 Richard Motorway,Dallas,TX,Dallas
521300471173.0,32.993809,-96.72095,9823 Norman Cove Suite 646,Richardson,TX,Dallas
521300494089.0,32.578962,-96.924119,5515 Steven Via Suite 483,Cedar Hill,TX,Dallas
521301307011.0,32.623928,-97.106953,993 Harmon Squares Apt. 064,Arlington,TX,Tarrant
521300415251.0,32.831498,-96.658774,Unit 0073 Box 2701,Dallas,TX,Dallas
521300668147.0,32.832809,-97.100662,4030 Torres Union Apt. 961,Euless,TX,Tarrant
521300889755.0,32.980301999999995,-96.765188,568 Brandon Extension,Dallas,TX,Dallas
521301372875.0,32.971891,-96.980673,4023 Ho Canyon,Coppell,TX,Dallas
521300725546.0,32.904084999999995,-96.577355,30189 Daisy Course Suite 503,Rowlett,TX,Dallas
521300435841.0,32.778221,-96.64636,076 Martin Mount Apt. 266,Mesquite,TX,Dallas
521300294948.0,33.228666999999994,-97.117282,79884 Joseph Road,Denton,TX,Denton
521300059168.0,,,480 Johns Spur,Denton,TX,Denton
521300169862.0,33.193314,-96.877669,989 Timothy Center,Frisco,TX,Denton
521301430953.0,32.635356,-97.139639,098 Tom Throughway,Arlington,TX,Tarrant
521300646123.0,32.877589,-97.284211,528 Allen Fall,Fort Worth,TX,Tarrant
521300710692.0,33.01541400000001,-97.002099,USS Hall,Lewisville,TX,Denton
521301403435.0,32.64723600000001,-97.350109,53365 Brian Mission,Fort Worth,TX,Tarrant
521300640756.0,32.67879,-97.173976,00243 Smith Lakes,Arlington,TX,Tarrant
521301121456.0,32.667614,-96.545721,47195 Ward Landing,Seagoville,TX,Dallas
521301395546.0,32.602812,-96.7747,9804 Eric Mills,Lancaster,TX,Dallas
521300303067.0,32.937463,-97.087031,USNS Kim,Grapevine,TX,Tarrant
521301322176.0,32.629487,-97.382681,46167 Kelsey Row,Fort Worth,TX,Tarrant
521300570063.0,32.815035,-97.005646,38473 Jonathon Squares Suite 842,Grand Prairie,TX,Dallas
521300017286.0,32.720192000000004,-96.656364,7319 Sean Tunnel Suite 382,Dallas,TX,Dallas
521300399913.0,32.716008,-96.815392,0511 Jesse Row Apt. 770,Dallas,TX,Dallas
521301527060.0,32.862247,-96.885227,Unit 6008 Box 0517,,TX,
521300234104.0,32.980687,-96.89299,7858 Brian Isle,Carrollton,TX,Dallas
521300659469.0,32.6983,-97.265684,5385 Daniels Ramp,Fort Worth,TX,Tarrant
521300703648.0,32.615026,-96.216108,48836 Harrington Inlet Suite 558,Kaufman,TX,Kaufman
521301453876.0,32.534043,-97.18331,2788 Alexander Coves Suite 648,Mansfield,TX,Tarrant
521301049226.0,32.722682,-96.402956,56666 Jasmine Mill Apt. 766,Forney,TX,Kaufman
521301465390.0,32.5251,-96.387821,94915 Atkinson Row,Scurry,TX,Kaufman
521300077750.0,32.730267000000005,-96.835924,"PSC 0912, Box 5777",Dallas,TX,Dallas
521300439728.0,32.872777,-97.084325,275 Kim Park Apt. 740,Euless,TX,Tarrant
521301009653.0,32.761834,-97.49275,860 Solis Extensions Suite 986,Fort Worth,TX,Tarrant
521301455470.0,33.149877000000004,-96.851368,629 Alexander Forges Suite 400,Frisco,TX,Denton
521301369588.0,32.715469,-97.407006,5662 Baldwin Meadows,Fort Worth,TX,Tarrant
521300167766.0,33.057188,-97.020705,28733 Martin Ridges,Lewisville,TX,Denton
521300641980.0,33.038091,-96.885971,89684 Harris Plaza Apt. 897,Carrollton,TX,Denton
521300081731.0,32.960516,-96.62102,2013 Nichols Court,Garland,TX,Dallas
521300126048.0,33.194697,-96.633329,0401 Luna Glen Suite 961,Mckinney,TX,Collin
521300694107.0,,,Unit 4178 Box 8978,Allen,TX,Collin
521301526228.0,33.207406,-97.141951,Unit 0245 Box 6737,,TX,
521300480897.0,,,5520 Crystal Knoll Suite 377,Garland,TX,Dallas
521300005290.0,32.764901,-97.492014,891 James Mill Apt. 670,Fort Worth,TX,Tarrant
521300161962.0,33.08505,-96.641606,USNS Turner,Allen,TX,Collin
521300269411.0,32.630231,-97.08126,99254 Dalton Track Suite 062,Arlington,TX,Tarrant
521300864607.0,,,USNV King,Rowlett,TX,Dallas
521300867842.0,32.846384,-97.36587,7857 Douglas Lake,Fort Worth,TX,Tarrant
521301116522.0,,,Unit 4296 Box 4577,Fort Worth,TX,Tarrant
521300256258.0,32.931631,-96.69478,USNV Turner,Richardson,TX,Dallas
521300758677.0,32.976957,-96.729385,362 Timothy Cliffs Suite 675,Richardson,TX,Dallas
521300891349.0,32.970053,-96.768906,94238 Christina Walk,Dallas,TX,Dallas
521301107241.0,,,7243 Ayala Hollow Suite 087,Dallas,TX,Dallas
521300991562.0,33.192265,-96.750479,3776 Phyllis Valley,Mckinney,TX,Collin
521301532866.0,32.701371,-96.844521,121 Rodriguez Port,,TX,
521300077919.0,32.910412,-96.767004,98447 Davidson Stream,Dallas,TX,Dallas
521300078640.0,32.90254,-96.867087,USNS Roy,Dallas,TX,Dallas
521301098375.0,32.262654,-96.159062,6954 Stephanie Manors Apt. 262,Kemp,TX,Kaufman
521300077616.0,32.901923000000004,-96.826075,377 Stephanie Overpass Apt. 872,Dallas,TX,Dallas
521301070020.0,32.71615,-97.10677,16922 Ryan Harbors Apt. 069,Arlington,TX,Tarrant
521300106949.0,32.718900999999995,-96.613462,696 Castro Corner,Balch Springs,TX,Dallas
521301147081.0,32.807626,-96.972712,8624 Smith Spring,Irving,TX,Dallas
521301366671.0,32.662036,-97.314129,7909 Strickland Mall,Fort Worth,TX,Tarrant
521301117774.0,32.672307,-97.340683,31624 Natalie Cove,Fort Worth,TX,Tarrant
521300162643.0,,,367 Ashley Shores Apt. 664,Garland,TX,Dallas
521300744723.0,33.056838,-97.01172,9681 Whitney Divide,Lewisville,TX,Denton
521301142134.0,32.734363,-96.601253,2904 Solomon Run,Mesquite,TX,Dallas
521301250589.0,33.032394,-97.071944,USS Walker,Flower Mound,TX,Denton
521300302951.0,33.09617,-97.192714,00650 Rivera Loop Apt. 963,Argyle,TX,Denton
521300855210.0,32.904338,-97.154866,96005 Lawson Highway,Colleyville,TX,Tarrant
521301503143.0,33.184057,-96.749984,6233 Wright Hill,Mckinney,TX,Collin
521301219270.0,33.028463,-97.099968,0349 Joyce Mall Suite 543,Flower Mound,TX,Denton
521301480318.0,33.101882,-96.768713,4250 Patrick Well,Plano,TX,Collin
521301365733.0,32.713561,-97.407706,510 Campbell Lights,Fort Worth,TX,Tarrant
521301301046.0,33.009206,-96.83235,5749 Jonathan Highway,Dallas,TX,Collin
521301335660.0,32.874634,-97.150347,01264 Yolanda Heights Suite 474,Colleyville,TX,Tarrant
521301161999.0,32.682706,-96.847852,94341 Martinez Brook Suite 188,Dallas,TX,Dallas
521301371348.0,32.846065,-97.228915,32640 Smith Circle Suite 790,North Richland Hills,TX,Tarrant
521300187326.0,32.961049,-97.234041,871 Christopher Valleys,Keller,TX,Tarrant
521301007223.0,32.332095,-96.624047,4130 Rodriguez Stream,,TX,
521301343822.0,,,604 Misty Brooks Suite 638,Mckinney,TX,Collin
521301150750.0,33.463491000000005,-97.24422,USS Orozco,Era,TX,Cooke
521300250396.0,32.980374999999995,-96.679641,984 Michael Underpass,Richardson,TX,Dallas
